application_id,citizen_id,scheme_id,application_date,declared_income,declared_land_area,document_count,application_status,previous_application,duplicate_identity_flag,income_mismatch_flag,land_mismatch_flag,multiple_scheme_flag,fraud_label,income_deviation_pct,land_deviation_pct,application_frequency,days_since_previous_application,scheme_claim_count,benefit_overlap_count,document_completeness,citizen_data_consistency,application_consistency_score,suspicious_pattern_score
APP10172,CIT10093,SCH011,2025-03-23,11030,0.0,1,Approved,False,0,0,0,0,1,8.08,0.0,1,-1,1,0,0.25,96.68,57.33,35
APP10173,CIT10483,SCH004,2025-03-23,39514,0.0,4,Submitted,True,0,0,0,1,0,0.43,0.0,3,4,3,3,1.0,98.38,100.0,14
APP10174,CIT10436,SCH012,2025-03-24,5892,0.78,2,Submitted,True,0,1,0,1,1,50.9,1.3,2,40,2,2,0.5,78.09,67.42,46
APP10175,CIT10294,SCH004,2025-03-24,37919,7.53,4,Submitted,False,0,0,0,0,0,0.57,2.08,1,-1,1,1,1.0,97.18,98.27,2
APP10176,CIT10464,SCH006,2025-03-25,207789,0.0,5,Under Review,False,0,0,0,0,0,2.61,0.0,1,-1,1,1,1.0,99.84,100.0,0
APP10177,CIT10148,SCH006,2025-03-25,88791,0.0,3,Approved,False,0,0,0,0,0,1.81,0.0,1,-1,1,1,1.0,100.0,100.0,2
APP10178,CIT10472,SCH010,2025-03-25,14618,0.22,5,Submitted,False,0,0,0,0,0,0.16,0.0,1,-1,1,0,1.0,100.0,100.0,2
APP10179,CIT10483,SCH006,2025-03-26,9509,0.0,2,Under Review,True,0,1,0,1,1,76.04,0.0,4,3,4,4,0.67,64.92,52.96,60
APP10180,CIT10172,SCH001,2025-03-26,211085,2.91,2,Under Review,False,0,0,1,0,1,3.81,291.0,1,-1,1,1,0.5,53.66,68.14,60
APP10181,CIT10051,SCH010,2025-03-27,43133,0.19,3,Approved,False,0,0,0,0,0,0.81,5.0,1,-1,1,0,1.0,97.99,99.92,0
APP10182,CIT10019,SCH009,2025-03-27,13992,0.0,5,Submitted,False,0,0,0,0,0,0.77,0.0,1,-1,1,1,1.0,100.0,98.53,0
APP10183,CIT10120,SCH011,2025-03-28,52790,0.0,4,Under Review,False,0,0,0,0,0,16.75,0.0,1,-1,1,0,1.0,91.87,98.3,10
APP10184,CIT10324,SCH007,2025-03-28,109511,0.0,4,Approved,False,0,0,1,0,0,3.88,100.0,1,-1,1,1,1.0,54.51,100.0,33
APP10185,CIT10225,SCH007,2025-03-29,28743,7.75,3,Submitted,False,0,0,0,0,0,0.19,2.88,1,-1,1,1,0.75,99.13,82.44,0
APP10186,CIT10066,SCH011,2025-03-29,103615,0.0,4,Approved,False,0,0,0,0,0,11.1,0.0,1,-1,1,0,1.0,94.54,100.0,0
APP10187,CIT10141,SCH007,2025-03-30,59115,2.06,5,Approved,False,0,0,0,0,0,0.75,1.48,1,-1,1,1,1.0,99.05,99.84,3
APP10188,CIT10446,SCH002,2025-03-30,128904,0.0,4,Submitted,False,0,0,0,0,0,1.4,0.0,1,-1,1,1,1.0,98.09,99.08,5
APP10189,CIT10189,SCH002,2025-03-31,11699,0.31,4,Approved,True,0,0,0,1,0,2.51,3.33,2,36,2,2,1.0,96.12,99.73,9
APP10190,CIT10493,SCH006,2025-03-31,12178,0.0,4,Approved,True,0,0,0,1,0,1.48,0.0,2,10,2,2,1.0,100.0,100.0,3
APP10191,CIT10158,SCH007,2025-04-01,35387,0.0,4,Under Review,False,0,0,0,0,0,1.59,0.0,1,-1,1,1,1.0,100.0,98.78,7
APP10192,CIT10098,SCH003,2025-04-01,56242,0.0,3,Submitted,False,0,0,0,0,0,3.12,0.0,1,-1,1,1,0.75,98.76,83.69,0
APP10193,CIT10158,SCH004,2025-04-02,36869,0.0,4,Submitted,True,1,0,0,1,0,5.85,0.0,2,1,2,2,1.0,98.06,71.38,17
APP10194,CIT10435,SCH012,2025-04-02,144249,0.0,4,Approved,False,0,0,0,0,0,3.77,0.0,1,-1,1,1,1.0,99.12,98.85,0
APP10195,CIT10246,SCH003,2025-04-03,234315,0.0,4,Submitted,False,0,0,0,0,0,1.64,0.0,1,-1,1,1,1.0,99.81,100.0,0
APP10196,CIT10344,SCH007,2025-04-03,20609,0.4,2,Submitted,False,0,1,0,0,1,57.62,2.56,1,-1,1,1,0.5,71.6,71.54,53
APP10197,CIT10432,SCH007,2025-04-03,50767,0.6,2,Approved,False,0,1,0,0,1,55.06,3.23,1,-1,1,1,0.5,73.66,68.86,49
APP10198,CIT10236,SCH004,2025-04-04,12263,5.18,5,Submitted,False,0,0,0,0,0,2.19,2.78,1,-1,1,1,1.0,99.49,100.0,5
APP10199,CIT10033,SCH007,2025-04-04,290490,0.0,4,Approved,False,0,0,0,0,0,6.65,0.0,1,-1,1,1,1.0,96.74,99.75,0
APP10200,CIT10361,SCH005,2025-04-05,49649,5.09,5,Approved,False,0,0,0,0,0,0.64,0.2,1,-1,1,1,1.0,98.02,97.42,2
APP10201,CIT10241,SCH001,2025-04-05,203357,0.0,5,Approved,True,0,0,0,1,0,3.11,0.0,2,48,2,2,1.0,99.17,99.75,0
APP10202,CIT10330,SCH010,2025-04-06,174327,0.35,5,Approved,False,0,0,0,0,0,16.14,0.0,1,-1,1,0,1.0,92.29,97.71,6
APP10203,CIT10338,SCH004,2025-04-06,172408,0.0,4,Submitted,False,0,0,0,0,0,0.15,0.0,1,-1,1,1,1.0,97.97,97.01,0
APP10204,CIT10275,SCH007,2025-04-07,60141,1.7,4,Approved,True,0,0,0,1,1,4.13,3.66,3,35,5,5,1.0,98.25,98.63,12
APP10205,CIT10071,SCH002,2025-04-07,11936,0.0,3,Approved,False,0,0,0,0,0,0.53,0.0,1,-1,1,1,0.75,100.0,84.55,0
APP10206,CIT10313,SCH002,2025-04-08,23127,0.0,2,Approved,False,0,0,0,0,1,0.6,0.0,1,-1,1,1,0.5,100.0,68.79,25
APP10207,CIT10403,SCH001,2025-04-08,160628,0.0,3,Under Review,False,0,0,0,0,0,1.84,0.0,1,-1,1,1,0.75,100.0,83.83,0
APP10208,CIT10216,SCH002,2025-04-09,11863,0.06,3,Under Review,False,0,0,0,0,0,1.14,0.0,1,-1,1,1,0.75,99.44,86.79,4
APP10209,CIT10079,SCH010,2025-04-09,13998,0.8,5,Approved,True,0,0,0,0,0,0.41,2.44,2,38,2,1,1.0,99.83,98.47,2
APP10210,CIT10169,SCH008,2025-04-10,17581,1.49,3,Submitted,True,0,1,0,1,1,77.72,2.05,2,69,2,2,0.75,65.36,82.03,39
APP10211,CIT10298,SCH011,2025-04-10,10623,0.0,3,Submitted,False,0,0,0,0,0,11.47,0.0,1,-1,1,0,0.75,93.58,83.23,5
APP10212,CIT10471,SCH008,2025-04-11,33721,0.0,5,Approved,False,0,0,0,0,0,1.23,0.0,1,-1,1,1,1.0,97.95,97.29,5
APP10213,CIT10180,SCH008,2025-04-11,28014,0.0,3,Submitted,False,0,0,0,0,0,1.03,0.0,1,-1,1,1,0.75,98.07,82.68,8
APP10214,CIT10116,SCH001,2025-04-12,52694,0.2,4,Submitted,False,0,0,0,0,0,0.63,0.0,1,-1,1,1,1.0,99.01,98.1,0
APP10215,CIT10260,SCH001,2025-04-12,51808,1.86,3,Submitted,False,0,0,0,0,0,0.35,1.06,1,-1,1,1,0.75,99.08,87.9,0
APP10216,CIT10486,SCH012,2025-04-12,116564,1.19,5,Approved,False,0,0,0,0,0,3.62,0.85,1,-1,1,1,1.0,96.29,99.78,3
APP10217,CIT10260,SCH010,2025-04-13,53340,1.9,4,Submitted,True,1,0,0,0,0,2.6,1.06,2,1,2,1,1.0,96.5,72.61,24
APP10218,CIT10005,SCH004,2025-04-13,231842,0.0,1,Under Review,False,0,0,0,0,1,10.1,0.0,1,-1,1,1,0.25,94.92,53.82,30
APP10219,CIT10297,SCH006,2025-04-14,36323,0.0,3,Approved,True,0,0,0,1,0,3.75,0.0,2,49,2,2,1.0,98.03,97.38,0
APP10220,CIT10108,SCH008,2025-04-14,16131,0.0,4,Under Review,True,0,0,0,1,0,16.55,0.0,2,91,2,2,1.0,92.77,100.0,1
APP10221,CIT10343,SCH002,2025-04-15,315236,0.0,5,Submitted,False,0,0,0,0,0,0.97,0.0,1,-1,1,1,1.0,99.72,100.0,3
APP10222,CIT10360,SCH003,2025-04-15,103110,0.66,3,Approved,True,0,0,0,1,0,1.65,6.45,2,60,2,2,0.75,98.34,87.38,2
APP10223,CIT10117,SCH006,2025-04-16,69495,1.28,3,Under Review,True,0,0,0,1,0,1.28,0.78,3,72,3,2,1.0,100.0,99.09,18
APP10224,CIT10357,SCH010,2025-04-16,61021,3.42,3,Submitted,False,0,0,0,0,0,0.35,2.4,1,-1,1,0,1.0,98.66,100.0,0
APP10225,CIT10445,SCH004,2025-04-17,39649,0.0,2,Submitted,False,0,0,0,1,1,3.78,0.0,1,-1,4,3,0.5,96.46,72.91,36
APP10226,CIT10331,SCH012,2025-04-17,65304,4.1,5,Approved,False,0,0,0,0,0,0.68,2.24,1,-1,1,1,1.0,97.03,100.0,3
APP10227,CIT10439,SCH002,2025-04-18,11724,2.95,3,Under Review,True,0,0,0,1,0,2.3,1.72,2,88,2,2,0.75,97.84,82.44,0
APP10228,CIT10331,SCH007,2025-04-18,59214,3.87,2,Approved,True,1,0,0,1,1,8.71,3.49,2,1,2,2,0.5,95.5,38.31,50
APP10229,CIT10013,SCH004,2025-04-19,103786,0.0,3,Under Review,False,0,0,0,0,0,0.39,0.0,1,-1,1,1,0.75,99.92,82.2,0
APP10230,CIT10142,SCH008,2025-04-19,93205,0.0,5,Under Review,False,0,0,0,0,0,3.46,0.0,1,-1,1,1,1.0,96.86,98.39,0
APP10231,CIT10188,SCH008,2025-04-20,59101,0.49,5,Submitted,False,0,0,0,0,0,0.53,2.08,1,-1,1,1,1.0,97.66,99.98,0
APP10232,CIT10456,SCH007,2025-04-20,13155,0.13,5,Under Review,True,0,0,0,0,0,2.61,0.0,2,87,1,1,1.0,97.07,99.93,0
APP10233,CIT10281,SCH010,2025-04-21,156629,0.0,3,Under Review,True,0,0,0,0,0,1.38,0.0,2,94,2,1,1.0,98.52,99.5,2
APP10234,CIT10466,SCH009,2025-04-21,78409,0.0,3,Under Review,False,0,0,0,0,0,0.53,0.0,1,-1,1,1,1.0,100.0,100.0,0
APP10235,CIT10115,SCH004,2025-04-21,18151,0.29,4,Submitted,True,0,0,0,1,0,3.67,3.33,2,64,2,2,1.0,98.16,99.71,0
APP10236,CIT10428,SCH007,2025-04-22,101434,0.0,5,Approved,False,0,0,0,0,0,2.17,0.0,1,-1,1,1,1.0,99.15,100.0,0
APP10237,CIT10236,SCH010,2025-04-22,11730,4.9,4,Under Review,True,0,0,0,0,0,2.25,2.78,2,18,2,1,1.0,97.41,100.0,0
APP10238,CIT10338,SCH010,2025-04-23,173411,0.19,5,Approved,True,0,0,0,0,0,0.73,19.0,2,17,2,1,1.0,92.4,100.0,11
APP10239,CIT10010,SCH012,2025-04-23,85452,0.0,3,Approved,True,0,0,0,1,0,3.93,0.0,2,38,2,2,0.75,97.32,86.61,1
APP10240,CIT10199,SCH001,2025-04-24,12013,0.2,5,Submitted,False,0,0,0,0,0,0.11,0.0,1,-1,1,1,1.0,100.0,100.0,4
APP10241,CIT10252,SCH004,2025-04-24,67104,0.58,4,Under Review,False,0,0,0,0,0,0.06,1.69,1,-1,1,1,1.0,100.0,99.79,1
APP10242,CIT10050,SCH002,2025-04-25,12149,0.0,5,Submitted,True,0,0,0,1,0,1.24,0.0,2,61,2,2,1.0,98.2,100.0,0
APP10243,CIT10428,SCH009,2025-04-25,100381,0.0,5,Submitted,True,0,0,0,1,0,1.11,0.0,2,3,2,2,1.0,99.97,71.72,22
APP10244,CIT10142,SCH005,2025-04-26,92412,0.0,4,Approved,True,0,0,0,1,0,2.58,0.0,2,7,2,2,1.0,98.32,100.0,6
APP10245,CIT10271,SCH003,2025-04-26,46783,3.79,4,Under Review,False,0,0,0,0,0,3.87,1.61,1,-1,1,1,1.0,97.68,97.82,2
APP10246,CIT10016,SCH004,2025-04-27,128236,0.2,3,Approved,True,1,0,0,0,1,2.38,0.0,2,1,1,1,0.75,97.77,55.76,21
APP10247,CIT10002,SCH006,2025-04-27,37652,5.23,3,Submitted,False,0,0,1,0,1,4.58,523.0,1,-1,1,1,1.0,53.18,100.0,29
APP10248,CIT10158,SCH010,2025-04-28,36230,0.0,3,Submitted,True,0,0,0,1,1,4.01,0.0,3,26,6,4,1.0,99.57,100.0,11
APP10249,CIT10030,SCH001,2025-04-28,39342,2.65,2,Submitted,False,1,0,0,0,1,7.85,1.15,4,2,1,1,0.5,95.36,41.01,52
APP10250,CIT10082,SCH007,2025-04-29,20407,1.0,4,Approved,False,0,0,0,0,0,3.73,2.04,1,-1,1,1,1.0,97.9,100.0,0
APP10251,CIT10031,SCH008,2025-04-29,68638,4.91,4,Submitted,True,0,0,0,0,0,3.86,0.81,2,107,1,1,1.0,97.0,100.0,1
APP10252,CIT10236,SCH007,2025-04-30,12106,4.84,1,Rejected,True,1,0,0,1,1,0.88,3.97,3,0,3,2,0.25,98.52,25.25,65
APP10253,CIT10496,SCH007,2025-04-30,110452,0.0,4,Submitted,False,0,0,0,0,0,3.09,0.0,1,-1,1,1,1.0,97.03,100.0,0
APP10254,CIT10333,SCH009,2025-05-01,111465,0.0,4,Approved,False,0,0,0,0,0,0.3,0.0,1,-1,1,1,1.0,100.0,100.0,0
APP10255,CIT10148,SCH004,2025-05-01,94285,3.91,3,Submitted,True,0,0,1,1,1,4.26,391.0,2,37,2,2,0.75,55.01,83.2,30
APP10256,CIT10177,SCH007,2025-05-01,31692,0.65,5,Approved,False,0,0,0,0,0,0.22,1.56,1,-1,1,1,1.0,98.26,97.1,5
APP10257,CIT10370,SCH009,2025-05-02,14728,0.0,5,Approved,False,0,0,0,0,0,0.64,0.0,1,-1,1,1,1.0,99.86,97.52,0
APP10258,CIT10035,SCH005,2025-05-02,58560,4.61,5,Approved,False,0,0,0,0,0,1.04,1.71,1,-1,1,1,1.0,97.92,98.12,7
APP10259,CIT10023,SCH002,2025-05-03,87246,3.96,4,Approved,False,0,0,0,0,0,2.88,1.28,1,-1,1,1,1.0,99.44,100.0,0
APP10260,CIT10106,SCH005,2025-05-03,54345,0.0,4,Submitted,True,0,0,0,1,0,0.01,0.0,3,98,3,3,1.0,99.78,99.18,15
APP10261,CIT10097,SCH004,2025-05-04,81099,4.07,2,Under Review,False,0,0,1,0,1,2.21,407.0,1,-1,1,1,0.5,54.04,71.15,54
APP10262,CIT10230,SCH008,2025-05-04,55788,0.0,5,Submitted,False,0,0,0,0,0,0.15,0.0,1,-1,1,1,1.0,99.67,99.51,0
APP10263,CIT10227,SCH005,2025-05-05,108250,0.0,5,Under Review,False,0,0,0,0,0,2.16,0.0,1,-1,1,1,1.0,98.49,100.0,3
APP10264,CIT10371,SCH009,2025-05-05,209934,0.0,4,Approved,False,0,0,0,0,0,1.84,0.0,1,-1,1,1,1.0,100.0,100.0,4
APP10265,CIT10100,SCH009,2025-05-06,12143,0.0,3,Submitted,False,0,0,0,0,0,3.02,0.0,1,-1,1,1,1.0,99.34,99.49,8
APP10266,CIT10445,SCH003,2025-05-06,37946,0.0,5,Submitted,True,0,0,0,1,0,0.68,0.0,2,19,2,2,1.0,100.0,97.14,1
APP10267,CIT10468,SCH010,2025-05-07,73163,0.0,5,Approved,False,0,0,0,0,0,0.63,0.0,1,-1,1,0,1.0,99.47,97.45,2
APP10268,CIT10055,SCH006,2025-05-07,131702,1.6,3,Submitted,False,0,0,0,0,0,0.26,16.79,1,-1,1,1,1.0,90.6,100.0,1
APP10269,CIT10195,SCH006,2025-05-08,11333,0.72,2,Submitted,False,0,1,0,0,1,54.96,2.86,1,-1,1,1,0.67,74.01,77.4,22
APP10270,CIT10008,SCH004,2025-05-08,205177,2.42,3,Approved,False,0,0,0,0,0,1.92,0.82,1,-1,1,1,0.75,99.89,84.18,1
APP10271,CIT10424,SCH011,2025-05-09,104290,3.36,5,Under Review,False,0,0,0,0,0,0.28,1.47,1,-1,1,0,1.0,99.04,97.77,7
APP10272,CIT10315,SCH010,2025-05-09,22879,0.28,2,Submitted,False,1,0,0,0,1,0.98,0.0,1,0,1,0,0.67,100.0,52.2,16
APP10273,CIT10128,SCH003,2025-05-10,18268,0.04,5,Under Review,False,0,0,0,0,0,3.67,0.0,1,-1,1,1,1.0,98.39,100.0,7
APP10274,CIT10032,SCH001,2025-05-10,126369,0.0,5,Submitted,False,0,0,0,0,0,2.38,0.0,1,-1,1,1,1.0,98.26,97.8,3
APP10275,CIT10093,SCH012,2025-05-10,12421,0.0,4,Approved,True,0,0,0,0,0,3.51,0.0,2,48,2,1,1.0,99.87,100.0,5
APP10276,CIT10007,SCH007,2025-05-11,194068,0.0,5,Submitted,False,0,0,0,0,0,2.04,0.0,1,-1,1,1,1.0,99.63,100.0,0
APP10277,CIT10258,SCH005,2025-05-11,12010,0.0,3,Under Review,False,0,0,0,0,0,0.08,0.0,1,-1,1,1,0.75,99.23,87.33,0
APP10278,CIT10341,SCH010,2025-05-12,139189,0.0,5,Submitted,True,0,0,0,0,0,0.39,0.0,2,56,2,1,1.0,100.0,97.27,0
APP10279,CIT10390,SCH007,2025-05-12,37191,0.0,4,Approved,False,0,0,0,0,0,3.37,0.0,1,-1,1,1,1.0,97.51,100.0,6
APP10280,CIT10220,SCH001,2025-05-13,174914,0.0,3,Approved,False,0,0,0,0,0,3.92,0.0,1,-1,1,1,0.75,99.08,86.98,5
APP10281,CIT10240,SCH008,2025-05-13,67950,8.83,4,Submitted,True,0,0,0,1,0,3.4,0.23,2,124,2,2,1.0,97.45,100.0,2
APP10282,CIT10106,SCH003,2025-05-14,55111,0.0,5,Submitted,True,0,0,0,1,0,1.42,0.0,4,11,3,3,1.0,98.29,97.52,18
APP10283,CIT10036,SCH007,2025-05-14,88782,0.51,4,Submitted,True,0,0,0,0,0,2.13,0.0,2,73,2,1,1.0,97.25,100.0,0
APP10284,CIT10416,SCH012,2025-05-15,60624,2.35,1,Approved,False,1,0,0,0,1,5.85,3.69,1,1,1,1,0.25,94.31,22.55,47
APP10285,CIT10045,SCH003,2025-05-15,11310,4.43,1,Submitted,False,1,0,0,0,1,5.75,4.48,1,2,1,1,0.25,96.13,24.11,48
APP10286,CIT10298,SCH003,2025-05-16,12385,0.0,4,Under Review,True,0,0,0,0,0,3.21,0.0,2,36,2,1,1.0,100.0,99.84,0
APP10287,CIT10309,SCH010,2025-05-16,82115,4.5,4,Approved,False,0,0,0,0,0,1.08,2.74,1,-1,1,0,1.0,96.83,100.0,2
APP10288,CIT10366,SCH009,2025-05-17,75132,2.49,3,Under Review,False,0,0,0,0,0,3.21,0.4,1,-1,1,1,1.0,99.62,98.35,0
APP10289,CIT10009,SCH002,2025-05-17,19136,0.28,4,Approved,False,0,0,0,0,0,3.45,0.0,1,-1,1,1,1.0,100.0,99.51,2
APP10290,CIT10459,SCH004,2025-05-18,242466,4.13,2,Approved,True,0,0,1,1,1,3.24,413.0,2,82,2,2,0.5,53.31,69.12,59
APP10291,CIT10087,SCH006,2025-05-18,134976,0.0,5,Approved,False,0,0,0,0,0,1.94,0.0,1,-1,1,1,1.0,98.58,100.0,0
APP10292,CIT10370,SCH003,2025-05-19,15142,0.0,3,Submitted,True,0,0,0,1,0,3.46,0.0,2,17,2,2,0.75,100.0,82.49,0
APP10293,CIT10331,SCH012,2025-05-19,62123,8.9,3,Under Review,True,0,0,1,1,1,4.22,121.95,3,31,2,2,0.75,52.59,86.46,35
APP10294,CIT10177,SCH010,2025-05-19,31587,0.65,4,Approved,True,0,0,0,0,0,0.55,1.56,2,18,2,1,1.0,99.99,98.98,0
APP10295,CIT10130,SCH010,2025-05-20,49335,0.74,4,Approved,False,0,0,0,0,0,0.91,2.78,1,-1,1,0,1.0,99.56,100.0,0
APP10296,CIT10195,SCH007,2025-05-20,25834,5.45,3,Submitted,True,0,0,1,1,1,2.67,678.57,2,12,2,2,0.75,52.46,83.69,24
APP10297,CIT10011,SCH007,2025-05-21,20000,0.0,1,Submitted,True,0,1,0,0,1,53.09,0.0,2,132,1,1,0.25,74.92,55.36,47
APP10298,CIT10306,SCH005,2025-05-21,27483,1.73,4,Submitted,True,0,0,0,1,0,3.13,1.14,3,70,3,3,1.0,96.44,97.06,16
APP10299,CIT10419,SCH003,2025-05-22,42745,0.53,3,Approved,False,0,0,0,0,0,3.96,0.0,1,-1,1,1,0.75,99.95,83.75,1
APP10300,CIT10122,SCH002,2025-05-22,114048,1.32,4,Under Review,True,0,0,0,1,0,2.33,1.49,4,96,4,4,1.0,99.62,100.0,18
APP10301,CIT10399,SCH004,2025-05-23,39242,0.04,4,Under Review,True,0,0,0,1,0,3.24,4.0,2,107,2,2,1.0,96.84,100.0,2
APP10302,CIT10235,SCH004,2025-05-23,33770,0.0,5,Submitted,False,0,0,0,0,0,3.69,0.0,1,-1,1,1,1.0,99.91,99.5,0
APP10303,CIT10331,SCH011,2025-05-24,64149,3.97,4,Approved,True,0,0,0,1,0,1.1,1.0,4,5,3,2,1.0,98.32,100.0,22
APP10304,CIT10031,SCH008,2025-05-24,68391,4.84,4,Submitted,True,0,0,0,0,0,3.48,2.22,3,25,1,1,1.0,98.05,100.0,1
APP10305,CIT10348,SCH008,2025-05-25,31495,7.14,4,Approved,False,0,0,0,1,1,4.13,0.97,1,-1,4,3,1.0,99.37,98.4,19
APP10306,CIT10446,SCH005,2025-05-25,129241,0.0,4,Approved,True,0,0,0,1,0,1.15,0.0,2,56,2,2,1.0,98.98,99.36,0
APP10307,CIT10412,SCH006,2025-05-26,267990,0.39,4,Submitted,False,0,0,0,0,0,3.79,0.0,1,-1,1,1,1.0,99.87,100.0,2
APP10308,CIT10224,SCH008,2025-05-26,182590,3.89,4,Under Review,False,0,0,0,0,0,16.67,2.1,1,-1,1,1,1.0,92.08,100.0,0
APP10309,CIT10153,SCH001,2025-05-27,169719,0.0,4,Submitted,False,0,0,0,0,0,0.34,0.0,1,-1,1,1,1.0,99.0,100.0,3
APP10310,CIT10212,SCH005,2025-05-27,135620,0.3,4,Submitted,False,0,0,0,0,0,0.12,0.0,1,-1,1,1,1.0,100.0,100.0,0
APP10311,CIT10092,SCH004,2025-05-28,140455,0.0,4,Submitted,False,0,0,0,0,0,1.11,0.0,1,-1,1,1,1.0,98.8,100.0,0
APP10312,CIT10409,SCH004,2025-05-28,304254,0.0,3,Under Review,False,0,0,0,0,0,1.29,0.0,1,-1,1,1,0.75,97.99,87.93,1
APP10313,CIT10331,SCH011,2025-05-28,61573,4.08,3,Under Review,True,0,0,0,1,1,5.07,1.75,5,4,6,5,0.75,95.79,85.75,19
APP10314,CIT10467,SCH002,2025-05-29,99550,0.0,5,Submitted,False,0,0,0,0,0,1.39,0.0,1,-1,1,1,1.0,98.43,100.0,3
APP10315,CIT10348,SCH010,2025-05-29,29713,7.27,4,Submitted,True,0,0,0,0,0,1.76,0.83,2,4,2,1,1.0,98.53,100.0,0
APP10316,CIT10129,SCH001,2025-05-30,86718,1.06,5,Under Review,True,0,0,0,1,0,3.38,0.95,3,105,3,2,1.0,99.37,100.0,16
APP10317,CIT10443,SCH006,2025-05-30,122159,0.0,4,Under Review,False,0,0,0,0,0,2.84,0.0,1,-1,1,1,1.0,98.32,100.0,0
APP10318,CIT10197,SCH007,2025-05-31,24208,0.72,4,Under Review,True,0,0,0,1,0,0.01,1.41,2,104,2,2,1.0,99.11,100.0,1
APP10319,CIT10458,SCH005,2025-05-31,14622,0.19,1,Under Review,False,0,1,0,0,1,60.55,5.0,1,-1,1,1,0.25,69.89,52.26,45
APP10320,CIT10042,SCH008,2025-06-01,12349,5.58,3,Under Review,False,0,0,1,0,1,2.91,878.95,1,-1,1,1,0.75,52.06,85.71,34
APP10321,CIT10366,SCH009,2025-06-01,67540,2.68,1,Approved,True,0,0,0,0,1,12.99,7.2,2,15,1,1,0.33,90.38,60.06,33
APP10322,CIT10418,SCH011,2025-06-02,22225,0.2,5,Under Review,True,0,0,0,0,0,1.56,0.0,2,109,2,1,1.0,97.44,98.95,1
APP10323,CIT10228,SCH011,2025-06-02,50933,0.61,5,Under Review,False,0,0,0,0,0,2.15,1.61,1,-1,1,0,1.0,99.12,100.0,2
APP10324,CIT10194,SCH002,2025-06-03,31021,1.25,4,Approved,True,0,0,0,0,0,2.0,0.79,2,139,2,1,1.0,100.0,100.0,0
APP10325,CIT10018,SCH011,2025-06-03,34482,0.0,4,Under Review,True,0,0,0,1,0,3.06,0.0,4,73,3,2,1.0,98.58,97.54,17
APP10326,CIT10333,SCH004,2025-06-04,22506,0.0,2,Under Review,True,0,1,0,1,1,79.75,0.0,2,34,2,2,0.5,64.27,72.52,64
APP10327,CIT10243,SCH011,2025-06-04,40567,0.72,4,Submitted,True,0,0,0,0,0,0.32,1.37,2,142,2,1,1.0,98.94,100.0,2
APP10328,CIT10389,SCH009,2025-06-05,61324,1.24,1,Submitted,True,1,0,0,0,1,6.18,1.59,2,1,1,1,0.33,96.74,31.52,53
APP10329,CIT10276,SCH005,2025-06-05,61379,0.0,5,Submitted,True,0,0,0,0,0,1.69,0.0,2,132,2,1,1.0,100.0,100.0,0
APP10330,CIT10450,SCH003,2025-06-06,18850,0.0,5,Submitted,False,0,0,0,0,0,2.17,0.0,1,-1,1,1,1.0,100.0,100.0,0
APP10331,CIT10127,SCH006,2025-06-06,12044,0.09,4,Under Review,True,0,0,0,1,0,0.37,0.0,2,122,2,2,1.0,100.0,100.0,6
APP10332,CIT10075,SCH003,2025-06-07,64313,0.0,4,Under Review,False,0,0,0,0,0,3.56,0.0,1,-1,1,1,1.0,97.07,99.37,7
APP10333,CIT10062,SCH005,2025-06-07,14818,4.92,4,Under Review,False,0,0,0,0,0,2.38,1.2,1,-1,1,1,1.0,97.14,100.0,0
APP10334,CIT10478,SCH003,2025-06-07,47052,5.57,3,Approved,False,0,1,0,0,1,46.6,1.83,1,-1,1,1,0.75,76.5,87.37,27
APP10335,CIT10480,SCH006,2025-06-08,34480,0.31,3,Under Review,True,1,0,0,0,1,7.21,0.0,2,1,2,1,1.0,96.35,68.24,20
APP10336,CIT10288,SCH012,2025-06-08,51644,6.01,2,Rejected,False,0,0,1,0,1,2.92,213.02,1,-1,1,1,0.5,51.81,70.94,62
APP10337,CIT10186,SCH010,2025-06-09,69961,5.87,4,Approved,False,0,0,1,0,1,3.71,587.0,1,-1,1,0,1.0,52.14,99.05,35
APP10338,CIT10178,SCH005,2025-06-09,33009,0.0,4,Submitted,False,0,0,0,0,0,1.88,0.0,1,-1,1,1,1.0,99.88,100.0,7
APP10339,CIT10166,SCH009,2025-06-10,75654,2.14,5,Approved,False,0,0,0,0,0,1.53,1.42,1,-1,1,1,1.0,98.41,99.57,3
APP10340,CIT10183,SCH003,2025-06-10,70368,0.44,5,Approved,False,0,0,0,0,0,0.29,0.0,1,-1,1,1,1.0,100.0,97.65,0
APP10341,CIT10028,SCH006,2025-06-11,31912,0.0,5,Under Review,False,0,0,0,0,0,3.79,0.0,1,-1,1,1,1.0,99.3,99.76,0
APP10342,CIT10330,SCH008,2025-06-11,203714,0.36,5,Approved,True,0,0,0,0,0,2.01,2.86,2,66,2,1,1.0,96.59,97.86,0
APP10343,CIT10470,SCH007,2025-06-12,22707,0.07,4,Under Review,True,0,0,0,1,0,3.87,0.0,2,144,2,2,1.0,96.7,99.94,5
APP10344,CIT10247,SCH006,2025-06-12,14719,0.1,3,Approved,True,0,0,0,1,0,0.35,10.0,2,152,2,2,1.0,95.81,100.0,5
APP10345,CIT10337,SCH002,2025-06-13,29889,1.84,5,Approved,False,0,0,0,0,0,0.69,1.08,1,-1,1,1,1.0,97.24,97.02,0
