citizen_id,age,gender,annual_income,occupation,land_area,family_size,education_level,disability_status,marital_status,employment_status,village,existing_scheme_count,bank_account,ration_card,aadhaar_verified,housing_condition,health_condition,farmer_status,senior_citizen,previous_benefit_received
CIT10181,69,Female,75476,Farmer,1.07,2,Higher Secondary,False,Married,Seasonal,Perur,1,True,NPHH,True,Pucca,Good,True,True,True
CIT10182,50,Female,88073,Agricultural Laborer,0.06,3,Higher Secondary,False,Married,Seasonal,Sundarpuram,1,True,NPHH,True,Semi-Pucca,Good,False,False,False
CIT10183,57,Female,70576,Private Service,0.44,5,Secondary,False,Married,Employed,Keeranur,2,True,AAY,True,Semi-Pucca,Good,True,False,False
CIT10184,56,Male,82973,Farmer,0.08,2,Primary,False,Single,Employed,Sundarpuram,1,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10185,18,Male,12000,Agricultural Laborer,0.0,8,Primary,False,Married,Self-Employed,Vadapalani,1,True,PHH,True,Pucca,Good,False,False,True
CIT10186,28,Female,72653,Retired,0.0,4,Secondary,False,Married,Employed,Sundarpuram,2,True,PHH,True,Kutcha,Good,False,False,True
CIT10187,74,Female,60259,Student,1.62,8,Illiterate,False,Married,Seasonal,Kovilpatti,2,True,PHH,True,Kutcha,Good,True,True,False
CIT10188,67,Male,59417,Student,0.48,6,Secondary,False,Married,Unemployed,Perur,1,True,PHH,True,Semi-Pucca,Chronic Illness,False,True,False
CIT10189,40,Female,12000,Farmer,0.3,4,Secondary,False,Widowed,Employed,Melur,1,True,NPHH,True,Kutcha,Chronic Illness,False,False,True
CIT10190,48,Male,65872,Agricultural Laborer,0.0,2,Primary,True,Divorced,Self-Employed,Perur,1,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10191,59,Female,70681,Farmer,0.0,2,Graduate,False,Single,Unemployed,Keeranur,4,True,NPHH,True,Kutcha,Good,False,False,False
CIT10192,24,Male,72348,Small Business Owner,2.63,3,Secondary,True,Married,Seasonal,Sundarpuram,0,True,PHH,True,Kutcha,Good,True,False,True
CIT10193,33,Male,287281,Farmer,4.21,4,Primary,False,Married,Seasonal,Keeranur,0,True,AAY,True,Kutcha,Chronic Illness,True,False,True
CIT10194,77,Male,30412,Unemployed,1.26,3,Secondary,False,Married,Employed,Melur,1,True,AAY,True,Pucca,Chronic Illness,True,True,True
CIT10195,19,Male,25161,Unemployed,0.7,3,Secondary,False,Married,Employed,Keeranur,2,True,None,True,Kutcha,Good,False,False,True
CIT10196,18,Female,108132,Agricultural Laborer,0.1,3,Primary,False,Married,Seasonal,Vadapalani,0,True,AAY,True,Pucca,Good,False,False,False
CIT10197,65,Male,24210,Farmer,0.71,6,Illiterate,False,Widowed,Seasonal,Perur,0,True,AAY,True,Kutcha,Good,True,True,False
CIT10198,29,Female,22931,Farmer,0.69,2,Secondary,True,Widowed,Employed,Melur,0,True,AAY,True,Pucca,Good,True,False,True
CIT10199,54,Male,12000,Unemployed,0.2,1,Graduate,False,Single,Self-Employed,Melur,2,True,NPHH,True,Pucca,Good,True,False,False
CIT10200,49,Female,37049,Small Business Owner,0.08,2,Secondary,True,Married,Unemployed,Chinnamanur,0,True,PHH,True,Pucca,Good,False,False,True
CIT10201,26,Male,26813,Student,0.0,6,Graduate,False,Married,Employed,Melur,1,True,PHH,True,Pucca,Good,False,False,False
CIT10202,36,Male,63797,Farmer,0.0,4,Higher Secondary,False,Married,Seasonal,Chinnamanur,1,True,PHH,False,Kutcha,Good,False,False,False
CIT10203,65,Female,66245,Agricultural Laborer,0.47,3,Illiterate,False,Married,Employed,Kovilpatti,2,True,NPHH,True,Kutcha,Minor Ailment,True,True,False
CIT10204,20,Other,57603,Student,0.44,2,Secondary,False,Married,Seasonal,Chinnamanur,1,True,PHH,True,Semi-Pucca,Chronic Illness,True,False,True
CIT10205,37,Female,44240,Agricultural Laborer,1.19,3,Primary,False,Widowed,Employed,Perur,0,True,AAY,True,Kutcha,Good,True,False,True
CIT10206,41,Female,63182,Small Business Owner,0.57,2,Primary,False,Married,Self-Employed,Keeranur,1,True,None,True,Kutcha,Good,True,False,False
CIT10207,71,Female,129143,Unemployed,0.0,6,Secondary,False,Married,Employed,Chinnamanur,3,True,PHH,True,Pucca,Good,False,True,False
CIT10208,50,Male,168942,Farmer,2.4,5,Secondary,False,Married,Unemployed,Melur,1,True,PHH,True,Semi-Pucca,Good,True,False,True
CIT10209,41,Female,36310,Farmer,4.36,4,Illiterate,False,Married,Self-Employed,Perur,4,True,None,True,Semi-Pucca,Good,True,False,False
CIT10210,53,Female,27247,Agricultural Laborer,0.97,5,Graduate,False,Married,Employed,Chinnamanur,2,True,PHH,False,Pucca,Good,True,False,False
CIT10211,55,Female,212319,Farmer,0.0,3,Higher Secondary,False,Married,Unemployed,Chinnamanur,0,True,NPHH,True,Semi-Pucca,Disabled,False,False,False
CIT10212,42,Female,135782,Unemployed,0.3,4,Graduate,False,Single,Unemployed,Melur,1,True,PHH,True,Semi-Pucca,Good,True,False,False
CIT10213,35,Female,17870,Student,0.0,5,Primary,False,Married,Employed,Vadapalani,0,True,NPHH,True,Pucca,Good,False,False,True
CIT10214,83,Female,154552,Artisan,0.93,3,Graduate,False,Married,Self-Employed,Vadapalani,1,True,PHH,True,Kutcha,Good,True,True,True
CIT10215,71,Male,111445,Small Business Owner,3.52,5,Primary,False,Widowed,Employed,Chinnamanur,0,True,AAY,True,Kutcha,Good,True,True,True
CIT10216,52,Female,12000,Farmer,0.06,3,Illiterate,False,Married,Unemployed,Vadapalani,0,True,NPHH,True,Pucca,Good,False,False,False
CIT10217,78,Male,23507,Farmer,3.12,3,Higher Secondary,False,Married,Unemployed,Sundarpuram,3,True,PHH,True,Pucca,Chronic Illness,True,True,True
CIT10218,58,Female,85936,Unemployed,5.0,2,Secondary,False,Married,Unemployed,Melur,0,True,PHH,True,Pucca,Disabled,True,False,False
CIT10219,50,Female,17781,Farmer,0.29,3,Secondary,False,Married,Employed,Sundarpuram,2,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10220,50,Male,168308,Student,0.0,4,Secondary,False,Single,Unemployed,Perur,0,True,None,True,Pucca,Good,False,False,True
CIT10221,31,Female,15723,Unemployed,0.0,6,Illiterate,False,Widowed,Unemployed,Sundarpuram,0,True,NPHH,True,Kutcha,Disabled,False,False,False
CIT10222,38,Female,67671,Farmer,0.0,4,Secondary,False,Widowed,Self-Employed,Perur,2,True,PHH,True,Kutcha,Good,False,False,True
CIT10223,65,Female,33755,Farmer,0.86,5,Primary,False,Married,Self-Employed,Chinnamanur,1,True,PHH,True,Semi-Pucca,Chronic Illness,True,True,True
CIT10224,37,Female,156495,Small Business Owner,3.81,5,Secondary,True,Married,Unemployed,Perur,2,True,PHH,True,Semi-Pucca,Good,True,False,False
CIT10225,25,Male,28688,Artisan,7.98,2,Primary,False,Single,Employed,Perur,0,True,NPHH,True,Kutcha,Good,True,False,True
CIT10226,24,Female,63670,Farmer,3.14,4,Graduate,False,Married,Employed,Keeranur,1,True,NPHH,True,Kutcha,Good,True,False,True
CIT10227,84,Female,110637,Private Service,0.0,2,Secondary,False,Married,Employed,Sundarpuram,2,True,PHH,True,Kutcha,Good,False,True,True
CIT10228,34,Male,52053,Small Business Owner,0.62,4,Secondary,False,Single,Employed,Keeranur,1,True,NPHH,True,Semi-Pucca,Chronic Illness,True,False,False
CIT10229,50,Female,51392,Retired,2.79,6,Graduate,False,Married,Employed,Chinnamanur,1,True,NPHH,True,Pucca,Good,True,False,False
CIT10230,65,Male,55703,Farmer,0.0,2,Secondary,False,Married,Employed,Melur,3,True,None,True,Semi-Pucca,Good,False,True,False
CIT10231,76,Male,158703,Farmer,0.0,4,Illiterate,False,Married,Employed,Sundarpuram,1,True,AAY,True,Kutcha,Good,False,True,True
CIT10232,39,Female,39257,Unemployed,2.52,4,Illiterate,False,Widowed,Employed,Melur,3,True,NPHH,True,Semi-Pucca,Disabled,True,False,True
CIT10233,47,Female,30757,Artisan,10.55,4,Secondary,False,Single,Employed,Melur,2,True,NPHH,True,Semi-Pucca,Good,True,False,False
CIT10234,55,Male,41705,Agricultural Laborer,0.53,3,Primary,False,Married,Employed,Perur,2,True,PHH,True,Semi-Pucca,Chronic Illness,True,False,False
CIT10235,68,Female,32567,Student,0.0,3,Secondary,False,Married,Employed,Sundarpuram,0,True,AAY,True,Kutcha,Good,False,True,True
CIT10236,71,Male,12000,Artisan,5.04,1,Primary,False,Married,Unemployed,Melur,1,True,PHH,True,Semi-Pucca,Good,True,True,True
CIT10237,25,Male,18261,Farmer,0.15,3,Primary,True,Married,Unemployed,Vadapalani,2,True,PHH,True,Pucca,Good,False,False,False
CIT10238,44,Male,33066,Small Business Owner,0.0,1,Secondary,False,Married,Employed,Melur,0,True,PHH,True,Kutcha,Good,False,False,False
CIT10239,44,Male,18699,Artisan,1.02,4,Graduate,True,Widowed,Unemployed,Vadapalani,0,True,AAY,True,Kutcha,Good,False,False,True
CIT10240,38,Male,65718,Agricultural Laborer,8.81,2,Secondary,False,Married,Employed,Sundarpuram,0,True,PHH,True,Semi-Pucca,Good,True,False,True
CIT10241,47,Female,197230,Farmer,0.0,6,Graduate,True,Married,Employed,Chinnamanur,0,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10242,45,Female,52811,Unemployed,0.67,4,Graduate,False,Married,Employed,Keeranur,3,True,PHH,True,Kutcha,Good,True,False,True
CIT10243,81,Male,40698,Farmer,0.73,4,Primary,False,Married,Unemployed,Sundarpuram,2,True,PHH,True,Kutcha,Good,True,True,False
CIT10244,78,Female,24472,Farmer,0.0,3,Primary,False,Married,Self-Employed,Keeranur,1,False,PHH,True,Kutcha,Good,False,True,False
CIT10245,65,Female,108365,Retired,9.93,4,Higher Secondary,False,Widowed,Employed,Keeranur,0,True,AAY,True,Pucca,Chronic Illness,True,True,False
CIT10246,36,Male,230531,Small Business Owner,0.0,6,Higher Secondary,False,Married,Employed,Sundarpuram,2,True,AAY,True,Semi-Pucca,Good,False,False,True
CIT10247,21,Female,14668,Unemployed,0.0,2,Secondary,False,Married,Seasonal,Melur,1,True,PHH,True,Semi-Pucca,Minor Ailment,False,False,True
CIT10248,52,Other,118484,Unemployed,0.2,3,Graduate,False,Married,Employed,Kovilpatti,4,True,AAY,True,Pucca,Good,True,False,True
CIT10249,81,Male,51124,Farmer,0.36,5,Illiterate,False,Married,Employed,Melur,1,True,NPHH,True,Kutcha,Good,False,True,True
CIT10250,66,Male,45805,Farmer,0.92,2,Primary,False,Widowed,Seasonal,Melur,0,True,PHH,True,Pucca,Good,True,True,False
CIT10251,34,Female,78607,Farmer,6.51,2,Secondary,False,Divorced,Self-Employed,Chinnamanur,1,False,NPHH,True,Semi-Pucca,Good,True,False,True
CIT10252,61,Female,67143,Farmer,0.59,3,Secondary,False,Married,Unemployed,Perur,4,True,None,True,Kutcha,Good,True,True,True
CIT10253,47,Male,37978,Student,0.0,2,Illiterate,False,Single,Unemployed,Perur,1,True,PHH,True,Pucca,Good,False,False,True
CIT10254,63,Female,79894,Small Business Owner,2.04,4,Primary,False,Single,Employed,Melur,1,True,PHH,True,Pucca,Good,True,True,True
CIT10255,23,Female,111938,Agricultural Laborer,0.0,3,Illiterate,True,Married,Employed,Vadapalani,0,True,AAY,True,Pucca,Good,False,False,False
CIT10256,54,Female,33289,Farmer,0.0,6,Secondary,False,Widowed,Unemployed,Chinnamanur,2,True,NPHH,True,Kutcha,Minor Ailment,False,False,False
CIT10257,41,Female,150936,Agricultural Laborer,3.94,5,Higher Secondary,False,Married,Employed,Keeranur,2,True,PHH,True,Pucca,Disabled,True,False,True
CIT10258,63,Female,12000,Agricultural Laborer,0.0,4,Higher Secondary,False,Single,Unemployed,Perur,0,True,NPHH,True,Pucca,Good,False,True,False
CIT10259,70,Male,12217,Agricultural Laborer,3.73,4,Secondary,False,Single,Seasonal,Melur,1,True,PHH,True,Kutcha,Good,True,True,True
CIT10260,77,Male,51989,Farmer,1.88,5,Secondary,True,Married,Seasonal,Chinnamanur,0,True,AAY,True,Kutcha,Chronic Illness,True,True,True
CIT10261,80,Female,98697,Small Business Owner,0.2,3,Secondary,False,Married,Employed,Kovilpatti,0,True,PHH,True,Kutcha,Minor Ailment,True,True,False
CIT10262,49,Female,105997,Farmer,0.0,6,Illiterate,True,Married,Self-Employed,Vadapalani,0,True,PHH,True,Pucca,Good,False,False,True
CIT10263,50,Male,12000,Agricultural Laborer,0.0,5,Primary,False,Married,Unemployed,Sundarpuram,0,True,NPHH,True,Semi-Pucca,Good,False,False,False
CIT10264,84,Female,27356,Student,0.0,4,Illiterate,False,Married,Seasonal,Melur,1,True,PHH,True,Kutcha,Minor Ailment,False,True,True
CIT10265,35,Female,22145,Farmer,0.27,4,Higher Secondary,False,Married,Employed,Chinnamanur,0,True,PHH,True,Kutcha,Chronic Illness,False,False,False
CIT10266,42,Male,42217,Small Business Owner,0.0,3,Graduate,False,Married,Employed,Melur,0,True,NPHH,True,Kutcha,Good,False,False,False
CIT10267,71,Female,194842,Farmer,0.0,3,Secondary,False,Single,Employed,Keeranur,2,True,AAY,True,Semi-Pucca,Good,False,True,False
CIT10268,75,Female,39678,Farmer,0.0,5,Secondary,False,Married,Employed,Vadapalani,1,True,PHH,True,Semi-Pucca,Minor Ailment,False,True,False
CIT10269,84,Female,12000,Farmer,0.0,1,Illiterate,False,Married,Employed,Perur,1,True,NPHH,True,Pucca,Chronic Illness,False,True,False
CIT10270,63,Female,27382,Private Service,0.0,5,Secondary,False,Divorced,Self-Employed,Perur,1,True,PHH,True,Semi-Pucca,Chronic Illness,False,True,True
CIT10271,41,Male,45039,Agricultural Laborer,3.73,3,Secondary,False,Married,Self-Employed,Perur,1,True,PHH,True,Pucca,Chronic Illness,True,False,False
CIT10272,49,Female,85862,Retired,0.2,2,Secondary,True,Single,Employed,Sundarpuram,0,True,PHH,True,Kutcha,Good,True,False,False
CIT10273,64,Male,38800,Agricultural Laborer,0.15,2,Primary,False,Single,Unemployed,Chinnamanur,2,True,PHH,True,Kutcha,Chronic Illness,False,True,True
CIT10274,40,Male,106768,Agricultural Laborer,0.14,1,Higher Secondary,False,Married,Employed,Vadapalani,0,True,AAY,True,Semi-Pucca,Good,False,False,True
CIT10275,83,Female,62733,Agricultural Laborer,1.64,4,Secondary,False,Married,Seasonal,Vadapalani,1,True,PHH,True,Kutcha,Minor Ailment,True,True,False
CIT10276,44,Male,62436,Farmer,0.0,3,Higher Secondary,False,Single,Seasonal,Perur,0,False,NPHH,True,Kutcha,Good,False,False,False
CIT10277,19,Male,23650,Farmer,1.05,8,Higher Secondary,False,Married,Seasonal,Perur,2,True,PHH,True,Pucca,Disabled,True,False,True
CIT10278,34,Female,96013,Farmer,0.23,4,Graduate,False,Married,Seasonal,Keeranur,1,True,None,True,Semi-Pucca,Good,True,False,False
CIT10279,50,Male,12000,Agricultural Laborer,0.0,2,Illiterate,False,Single,Employed,Kovilpatti,1,True,NPHH,True,Kutcha,Good,False,False,True
CIT10280,26,Male,130215,Farmer,0.52,4,Illiterate,False,Married,Employed,Kovilpatti,0,False,NPHH,True,Kutcha,Good,True,False,True
CIT10281,60,Female,158826,Farmer,0.0,6,Primary,False,Married,Unemployed,Melur,1,True,PHH,True,Kutcha,Good,False,True,False
CIT10282,65,Female,22451,Farmer,1.02,4,Illiterate,False,Married,Seasonal,Melur,4,True,PHH,True,Pucca,Chronic Illness,True,True,True
CIT10283,56,Male,46949,Agricultural Laborer,0.0,2,Secondary,False,Married,Employed,Vadapalani,2,True,PHH,True,Kutcha,Chronic Illness,False,False,False
CIT10284,59,Female,54182,Student,7.77,6,Secondary,False,Married,Employed,Vadapalani,0,False,AAY,True,Kutcha,Good,True,False,True
CIT10285,43,Female,12000,Artisan,0.0,5,Secondary,False,Single,Self-Employed,Sundarpuram,1,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10286,67,Female,69997,Farmer,3.86,2,Primary,True,Widowed,Employed,Sundarpuram,3,True,NPHH,True,Kutcha,Minor Ailment,True,True,True
CIT10287,42,Female,12000,Farmer,0.0,2,Graduate,True,Married,Unemployed,Kovilpatti,1,True,NPHH,False,Kutcha,Chronic Illness,False,False,False
CIT10288,41,Other,53198,Agricultural Laborer,1.92,4,Illiterate,False,Married,Self-Employed,Melur,1,True,PHH,True,Kutcha,Chronic Illness,True,False,True
CIT10289,30,Female,239210,Artisan,0.46,2,Primary,False,Single,Employed,Kovilpatti,3,True,NPHH,True,Kutcha,Chronic Illness,False,False,True
CIT10290,77,Female,12000,Farmer,0.0,5,Secondary,False,Single,Employed,Kovilpatti,2,True,NPHH,True,Kutcha,Chronic Illness,False,True,True
CIT10291,24,Female,20644,Student,2.73,3,Higher Secondary,False,Single,Self-Employed,Melur,1,True,NPHH,True,Kutcha,Good,True,False,True
CIT10292,74,Male,145930,Agricultural Laborer,0.0,6,Primary,True,Single,Self-Employed,Chinnamanur,1,True,PHH,True,Pucca,Chronic Illness,False,True,True
CIT10293,53,Male,23835,Farmer,1.75,4,Illiterate,False,Married,Seasonal,Sundarpuram,0,True,PHH,True,Kutcha,Good,True,False,True
CIT10294,62,Female,38135,Farmer,7.69,2,Secondary,False,Widowed,Employed,Keeranur,2,True,PHH,True,Pucca,Disabled,True,True,False
CIT10295,37,Female,324722,Farmer,3.09,2,Illiterate,False,Married,Employed,Keeranur,0,True,AAY,True,Pucca,Chronic Illness,True,False,False
CIT10296,82,Female,45584,Artisan,0.0,4,Illiterate,False,Married,Self-Employed,Keeranur,0,True,NPHH,True,Semi-Pucca,Good,False,True,False
CIT10297,25,Male,37738,Agricultural Laborer,0.0,5,Secondary,False,Married,Unemployed,Melur,1,False,PHH,True,Kutcha,Good,False,False,False
CIT10298,33,Female,12000,Small Business Owner,0.0,5,Primary,False,Single,Employed,Perur,0,True,AAY,True,Kutcha,Good,False,False,True
CIT10299,31,Male,17719,Small Business Owner,0.0,3,Primary,False,Married,Self-Employed,Perur,1,True,PHH,True,Semi-Pucca,Good,False,False,True
CIT10300,32,Male,82238,Small Business Owner,0.55,3,Secondary,False,Married,Employed,Perur,1,True,AAY,True,Semi-Pucca,Good,True,False,False
CIT10301,83,Female,67719,Agricultural Laborer,0.0,1,Graduate,False,Married,Employed,Vadapalani,1,True,None,True,Semi-Pucca,Disabled,False,True,False
CIT10302,49,Female,20849,Farmer,0.0,4,Graduate,False,Divorced,Employed,Sundarpuram,1,True,AAY,True,Kutcha,Good,False,False,True
CIT10303,80,Female,93040,Farmer,0.2,2,Primary,True,Married,Employed,Sundarpuram,3,True,AAY,True,Pucca,Good,True,True,False
CIT10304,68,Male,49345,Farmer,0.0,3,Primary,True,Married,Unemployed,Chinnamanur,0,True,PHH,True,Kutcha,Disabled,False,True,True
CIT10305,42,Male,12000,Student,0.0,4,Primary,False,Widowed,Unemployed,Chinnamanur,2,True,PHH,True,Kutcha,Chronic Illness,False,False,True
CIT10306,75,Female,26649,Farmer,1.75,6,Primary,False,Married,Self-Employed,Vadapalani,3,True,NPHH,True,Semi-Pucca,Good,True,True,True
CIT10307,80,Male,282146,Small Business Owner,4.47,3,Secondary,False,Married,Seasonal,Kovilpatti,1,False,PHH,True,Kutcha,Chronic Illness,True,True,False
CIT10308,79,Female,24642,Farmer,0.2,3,Secondary,False,Widowed,Employed,Chinnamanur,1,True,PHH,True,Semi-Pucca,Good,False,True,False
CIT10309,39,Female,83008,Private Service,4.38,4,Secondary,False,Single,Employed,Keeranur,3,False,NPHH,True,Pucca,Good,True,False,False
CIT10310,75,Female,94254,Farmer,0.0,4,Primary,False,Widowed,Employed,Perur,0,False,PHH,True,Pucca,Good,False,True,True
CIT10311,75,Female,90372,Farmer,0.54,3,Primary,False,Single,Employed,Keeranur,1,True,AAY,False,Pucca,Good,True,True,False
CIT10312,66,Female,56704,Private Service,1.18,6,Secondary,False,Married,Self-Employed,Perur,1,True,AAY,True,Semi-Pucca,Good,True,True,True
CIT10313,69,Female,23267,Agricultural Laborer,0.0,5,Primary,False,Widowed,Self-Employed,Keeranur,0,True,AAY,False,Semi-Pucca,Minor Ailment,False,True,False
CIT10314,59,Male,79409,Retired,0.0,3,Secondary,False,Married,Self-Employed,Kovilpatti,2,True,NPHH,True,Kutcha,Chronic Illness,False,False,True
CIT10315,32,Male,22657,Farmer,0.28,3,Secondary,False,Married,Employed,Keeranur,2,True,AAY,True,Semi-Pucca,Good,True,False,True
CIT10316,71,Male,67225,Farmer,0.64,4,Secondary,False,Married,Employed,Keeranur,2,False,AAY,True,Kutcha,Good,False,True,True
CIT10317,77,Male,12000,Student,0.46,5,Secondary,False,Widowed,Unemployed,Melur,0,True,NPHH,True,Kutcha,Good,True,True,False
CIT10318,25,Female,30937,Artisan,0.0,1,Secondary,True,Married,Employed,Keeranur,0,True,PHH,True,Kutcha,Chronic Illness,False,False,False
CIT10319,70,Female,101672,Farmer,0.0,4,Primary,False,Married,Self-Employed,Melur,1,True,AAY,True,Semi-Pucca,Chronic Illness,False,True,True
CIT10320,77,Male,86803,Private Service,5.23,4,Illiterate,False,Married,Seasonal,Sundarpuram,0,True,AAY,True,Semi-Pucca,Good,True,True,True
CIT10321,22,Male,140649,Small Business Owner,0.0,3,Secondary,False,Married,Employed,Vadapalani,1,True,PHH,True,Pucca,Good,False,False,False
CIT10322,23,Male,25911,Unemployed,0.09,4,Primary,False,Married,Self-Employed,Keeranur,1,True,PHH,True,Kutcha,Good,False,False,False
CIT10323,64,Female,58350,Agricultural Laborer,0.34,6,Secondary,False,Married,Unemployed,Sundarpuram,1,True,NPHH,True,Pucca,Good,False,True,False
CIT10324,72,Female,113926,Farmer,0.21,1,Secondary,False,Married,Employed,Chinnamanur,1,True,PHH,True,Pucca,Good,False,True,True
CIT10325,57,Male,12856,Private Service,0.3,3,Graduate,False,Married,Unemployed,Chinnamanur,1,True,AAY,True,Semi-Pucca,Good,False,False,True
CIT10326,69,Female,16319,Private Service,0.0,3,Graduate,False,Single,Employed,Melur,0,True,None,True,Semi-Pucca,Good,False,True,False
CIT10327,33,Female,18555,Agricultural Laborer,0.0,6,Illiterate,False,Single,Employed,Keeranur,0,True,PHH,True,Kutcha,Good,False,False,True
CIT10328,30,Male,12000,Farmer,2.94,7,Graduate,False,Single,Self-Employed,Keeranur,1,True,NPHH,False,Pucca,Good,True,False,True
CIT10329,47,Female,98219,Farmer,0.0,3,Secondary,False,Widowed,Seasonal,Kovilpatti,1,True,PHH,True,Semi-Pucca,Good,False,False,False
CIT10330,36,Female,207889,Small Business Owner,0.35,5,Secondary,False,Married,Employed,Sundarpuram,2,True,NPHH,False,Pucca,Disabled,False,False,False
CIT10331,34,Male,64863,Farmer,4.01,4,Illiterate,False,Married,Employed,Perur,2,True,PHH,True,Semi-Pucca,Minor Ailment,True,False,True
CIT10332,80,Male,12000,Agricultural Laborer,0.0,4,Higher Secondary,False,Married,Seasonal,Perur,4,True,NPHH,True,Pucca,Disabled,False,True,False
CIT10333,36,Male,111135,Farmer,0.0,3,Illiterate,False,Married,Self-Employed,Kovilpatti,0,True,PHH,True,Pucca,Chronic Illness,False,False,False
CIT10334,75,Male,26782,Student,0.0,3,Higher Secondary,False,Married,Self-Employed,Melur,0,True,PHH,True,Kutcha,Good,False,True,True
CIT10335,72,Female,29810,Farmer,1.01,3,Illiterate,False,Married,Employed,Perur,0,True,PHH,True,Kutcha,Good,True,True,True
CIT10336,79,Female,12000,Agricultural Laborer,2.96,4,Secondary,False,Married,Seasonal,Perur,2,True,PHH,True,Semi-Pucca,Minor Ailment,True,True,False
CIT10337,40,Male,29684,Small Business Owner,1.86,1,Primary,False,Widowed,Employed,Chinnamanur,1,True,NPHH,True,Semi-Pucca,Good,True,False,False
CIT10338,26,Male,172158,Small Business Owner,0.0,6,Primary,True,Married,Self-Employed,Chinnamanur,2,True,PHH,True,Kutcha,Good,False,False,False
CIT10339,29,Male,65343,Agricultural Laborer,0.05,2,Illiterate,False,Married,Employed,Vadapalani,1,True,PHH,True,Pucca,Good,False,False,False
CIT10340,18,Male,66481,Farmer,0.33,3,Primary,True,Married,Self-Employed,Sundarpuram,3,True,AAY,True,Semi-Pucca,Good,False,False,True
CIT10341,75,Female,138646,Student,0.0,4,Illiterate,False,Widowed,Employed,Melur,3,True,AAY,True,Pucca,Good,False,True,False
CIT10342,18,Male,27954,Unemployed,0.0,4,Secondary,False,Married,Unemployed,Keeranur,0,True,AAY,True,Pucca,Good,False,False,True
CIT10343,51,Male,312217,Student,0.0,2,Secondary,False,Single,Employed,Sundarpuram,1,True,AAY,True,Semi-Pucca,Chronic Illness,False,False,False
CIT10344,65,Male,48631,Private Service,0.39,3,Higher Secondary,False,Married,Employed,Melur,1,True,PHH,True,Pucca,Good,True,True,False
CIT10345,18,Female,155349,Student,0.0,7,Secondary,False,Married,Self-Employed,Perur,0,False,PHH,True,Semi-Pucca,Chronic Illness,False,False,False
CIT10346,33,Male,12000,Unemployed,0.0,3,Illiterate,False,Married,Seasonal,Vadapalani,1,True,NPHH,True,Pucca,Good,False,False,False
CIT10347,78,Female,49855,Farmer,1.18,3,Primary,False,Married,Seasonal,Sundarpuram,1,True,AAY,True,Kutcha,Minor Ailment,True,True,False
CIT10348,81,Male,30246,Agricultural Laborer,7.21,5,Primary,False,Widowed,Employed,Perur,0,True,None,True,Kutcha,Good,True,True,True
CIT10349,80,Female,231879,Agricultural Laborer,0.0,2,Graduate,False,Widowed,Self-Employed,Melur,1,True,PHH,True,Semi-Pucca,Good,False,True,False
CIT10350,39,Female,151612,Farmer,1.44,4,Higher Secondary,False,Married,Self-Employed,Sundarpuram,1,True,PHH,True,Semi-Pucca,Good,True,False,True
CIT10351,84,Male,14701,Agricultural Laborer,11.65,3,Primary,False,Widowed,Employed,Keeranur,0,True,PHH,True,Semi-Pucca,Good,True,True,False
CIT10352,43,Male,112921,Farmer,0.0,3,Illiterate,True,Single,Employed,Sundarpuram,1,True,NPHH,True,Semi-Pucca,Good,False,False,True
CIT10353,33,Female,22406,Student,0.18,3,Higher Secondary,False,Single,Self-Employed,Perur,0,True,NPHH,True,Kutcha,Good,False,False,True
CIT10354,68,Female,93975,Agricultural Laborer,3.89,2,Higher Secondary,False,Single,Seasonal,Sundarpuram,2,True,PHH,True,Pucca,Good,True,True,False
CIT10355,74,Male,12000,Agricultural Laborer,0.0,3,Higher Secondary,True,Single,Self-Employed,Keeranur,0,True,PHH,True,Semi-Pucca,Good,False,True,False
CIT10356,46,Male,120214,Retired,0.0,1,Higher Secondary,False,Married,Unemployed,Vadapalani,2,True,NPHH,True,Semi-Pucca,Chronic Illness,False,False,True
CIT10357,64,Female,60806,Agricultural Laborer,3.34,5,Secondary,False,Single,Unemployed,Vadapalani,1,True,NPHH,True,Semi-Pucca,Chronic Illness,True,True,False
CIT10358,79,Female,171056,Agricultural Laborer,0.0,3,Illiterate,False,Married,Employed,Perur,0,True,PHH,True,Pucca,Good,False,True,False
CIT10359,33,Male,61339,Farmer,0.5,3,Secondary,False,Single,Self-Employed,Melur,1,True,AAY,True,Pucca,Good,False,False,False
CIT10360,65,Female,101432,Artisan,0.62,6,Secondary,False,Married,Self-Employed,Perur,1,True,NPHH,True,Semi-Pucca,Chronic Illness,True,True,False
CIT10361,56,Male,49969,Agricultural Laborer,5.1,4,Secondary,False,Single,Employed,Vadapalani,1,True,AAY,True,Kutcha,Good,True,False,False
CIT10362,50,Female,241526,Small Business Owner,2.22,1,Secondary,False,Married,Seasonal,Kovilpatti,1,True,AAY,True,Semi-Pucca,Good,True,False,False
CIT10363,40,Male,16554,Farmer,0.2,6,Primary,False,Single,Employed,Kovilpatti,1,True,PHH,True,Semi-Pucca,Good,True,False,True
